phrase;rel_page;2018-11-10;2018-11-11;2018-11-12;2018-11-13;2018-11-14;2018-11-15;2018-11-16;2018-11-17;2018-11-18;2018-11-19;2018-11-20;2018-11-21;2018-11-22;2018-11-23;2018-11-24;2018-11-25;2018-11-26;2018-11-27;2018-11-28;2018-11-29
средство от секущихся волос купить;-;101;91;101;101;101;94;98;96;88;91;101;97;96;96;94;96;92;92;27;101
средство от черных точек на носу купить;https://da-vita.ru/catalog/kosmetika-ot-chernih-tochkek.html;8;10;10;11;11;11;11;24;12;13;16;10;10;16;11;13;14;12;14;10
сс крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сс крем с лифтинг эффектом;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка ahava;https://da-vita.ru/catalog/sivorotki-serumi-ahava.html;15;16;16;19;22;33;40;25;24;23;34;32;20;20;23;21;30;29;18;37
сыворотка dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;33;33;33;33;49;32;48;36;36;35;41;33;40;40;47;38;35;35;48;39
сыворотка sea of spa;https://da-vita.ru/catalog/maslo-makadamii-dlya-volos/maslyanaya-sivorotka-s-keratinom-i-maslom-makadamii.html;28;41;40;19;84;86;86;21;26;22;22;22;22;22;25;26;24;41;27;52
сыворотка гиалуроновой кислоты цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка для глаз sea of spa;https://da-vita.ru/catalog/sivorotki-balzami-losoni-s-aloe/aktivnaya_sivorotka_dlya_koji_vokrug_glaz_alternative_plus_.html;39;43;42;44;58;42;44;42;58;54;45;55;42;41;40;39;45;43;40;57
сыворотка для лица dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;38;42;35;42;38;34;37;39;42;38;38;39;42;44;45;41;46;40;44;55
сыворотка для лица sea of spa укрепляющая;https://da-vita.ru/catalog/kosmetika-s-l-nyanim-maslom/ukreplyayushchii_serum_dlya_lica_dlya_vseh_tipov_koji_bio_marine.html;12;20;11;21;11;11;11;11;11;16;11;11;11;10;17;16;11;11;12;12
сыворотка для лица израильская косметика;https://da-vita.ru/catalog/izrailskie-sivorotki-dlya-lica.html;4;4;5;4;3;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3
сыворотка обогащенная черной икрой;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка с витамином с купить;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;101;22;22;23;23;23;26;27;40;27;24;22;23;22;21;23;24;24;44;30
сыворотка с витамином с цена;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;22;22;26;25;23;30;25;27;23;21;19;20;27;21;21;20;24;24;31;28
сыворотка с золотом;https://da-vita.ru/catalog/ulitochnii-mucin/syvorotka-intensivno-vosstanavlivayushchaya-protiv-morshchin-s-ekstraktom-korolevskoy-ulitki.html;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;87
сыворотки premier;https://da-vita.ru/catalog/sivorotki-serumi-premier.html;7;6;7;7;7;7;6;6;7;6;19;19;7;18;8;8;7;7;4;6
термальная маска black pearl;https://da-vita.ru/catalog/kosmetika-ot-chernih-tochkek/termalnaya_razogrevayushchaya_maska_dlya_lica.html;4;4;4;4;6;4;4;4;5;4;5;7;3;3;4;4;5;3;5;5
тканевые маски для лица купить;https://da-vita.ru/catalog/tkanevie.html;81;50;81;49;47;80;82;86;89;90;90;91;89;89;92;83;81;81;81;41
тканевые маски купить;https://da-vita.ru/catalog/tkanevie.html;43;46;47;53;45;46;64;45;45;38;41;57;40;41;42;42;43;40;44;49
тональный крем для жирной кожи купить;https://da-vita.ru/catalog/kremi-dlya-jirnoi-koji.html;48;56;34;36;35;34;34;101;82;83;85;82;82;82;87;87;29;27;30;40
тональный крем для жирной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для комбинированной кожи купить;https://da-vita.ru/catalog/bb-cc-tonalnie-kremi/tonal-nii-krem-oil-free-dlya-jirnoi-i-kombinirovannoi-koji-ton-101.html;101;101;101;101;101;101;101;101;101;81;81;101;101;61;81;82;81;81;81;65
тональный крем для лета стойкий;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;56
тональный крем для проблемной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для цветотипа лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для сухой кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тоник dr sea;https://da-vita.ru/catalog/kosmetika-s-kastorovim-maslom/mineralnii_ochishchayushchii_tonik_s_ekstraktami_aloe_vera_i_ogurca.html;10;12;11;12;12;15;15;14;17;14;15;14;10;11;12;12;26;9;29;18
тоник для лица для чего он нужен;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющая маска для волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;17;15;15;15;17;16;15;15;16;15;20;25;15;16;14;15;17;17;18;16
увлажняющие маски для кудрявых волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;41;38;36;40;38;40;42;39;39;41;40;40;39;41;37;36;38;36;38;39
увлажняющие маски для рук купить;https://da-vita.ru/catalog/lico.html;68;74;71;74;75;73;74;77;78;78;78;76;76;45;73;75;76;76;76;86
увлажняющие маски купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющий гель для душа купить;https://da-vita.ru/catalog/uvlajnyayushchie-koju-geli-dlya-dusha.html;15;12;18;19;18;19;19;18;17;17;17;20;23;19;23;22;20;19;20;18
увлажняющий крем dr sea;https://da-vita.ru/catalog/rastitelnie-masla/uvlajnyayushchii_krem_s_maslami_olivi_i_papaii_i_ekstraktom_zelenogo_chaya_spf_15.html;63;62;61;63;60;61;61;62;61;59;58;53;72;55;87;88;91;91;70;70
увлажняющий крем mon platin dsm;https://da-vita.ru/catalog/nedorogie-kremi-dlya-lica/uvlajnyayushchii-krem-dlya-jirnoi-koji.html;61;62;98;61;62;61;64;64;64;59;61;56;57;55;61;57;59;59;61;68
увлажняющий крем для лета;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;72;72;79;79;89;90;88;85;82;82;80;80;80;80;80;86;86;79;79;12
увлажняющий крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;11;11;11;10;10;10;11;11;17;11;10;10;10;11;10;10;11;10;10;15
успокаивающая маска для лица купить;https://da-vita.ru/catalog/zajivlyayushchie-uspokaivayushchie.html;25;34;34;33;34;34;34;32;34;30;40;40;33;33;35;30;34;32;38;37
успокаивающая маска купить;https://da-vita.ru/catalog/zajivlyayushchie-uspokaivayushchie.html;26;31;33;28;26;30;31;35;40;40;30;28;26;26;35;25;27;39;25;42
филлер для волос купить;https://da-vita.ru/catalog/filleri-i-ampuli-dlya-volos.html;19;21;20;101;22;19;20;31;27;21;22;25;21;21;20;20;20;16;25;31
хлавин косметика;https://da-vita.ru/catalog/lavilin__hlavin.html;7;6;6;6;6;8;6;7;8;7;8;7;7;7;6;6;7;7;7;14
целебная грязь мертвого моря;https://da-vita.ru/beauty-blog/gryaz-mertvogo-morya.html;2;3;3;3;3;3;2;2;2;2;2;2;3;2;3;3;3;3;3;3
целебная грязь мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
цена на израильскую косметику;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;2;2;2;2;2;2;5;2;3;3;2;2;2;2;2;2;8;2;3;2
что такое акне;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампуни premier;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos/shampun-ot-vipadeniya-volos-premier.html;6;6;6;6;6;6;7;7;7;6;6;6;6;7;6;6;7;7;7;10
шампунь dr sea;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь dr sea купить;https://da-vita.ru/catalog/dlya_volos_drsea.html;54;47;50;52;52;53;55;57;57;54;56;53;58;54;51;52;47;60;50;49
шампунь health beauty;https://da-vita.ru/catalog/dlya_volos_man/men_shampoo_hb.html;101;101;90;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;53
шампунь mon platin dsm;-;40;40;64;40;48;47;48;48;51;46;67;39;39;39;42;62;42;43;44;101
шампунь mon platin dsm купить;https://da-vita.ru/catalog/mon-platin-dsm.html;44;52;50;49;90;23;15;24;19;18;29;16;12;14;14;6;14;14;14;11
шампунь активатор роста волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь активатор роста волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь гель для душа для мужчин купить;https://da-vita.ru/catalog/gel-shampun-dlya-mujchin.html;30;32;27;29;27;28;29;43;31;27;28;32;27;29;36;29;36;33;40;40
шампунь для блеска волос купить;https://da-vita.ru/catalog/shampuni-dlya-bleska-volos.html;16;24;16;16;15;17;17;15;16;14;15;17;17;17;18;17;17;18;16;32
шампунь для волос dr sea;https://da-vita.ru/catalog/dlya_volos_drsea.html;34;33;32;57;33;51;33;35;35;33;33;48;34;34;37;37;33;34;33;48
шампунь для волос с маслом арганы купить;https://da-vita.ru/catalog/maslo-argani-dlya-volos.html;43;39;36;37;44;48;91;51;48;46;49;45;46;49;47;101;101;101;90;89
шампунь для волос цена;https://da-vita.ru/catalog/shampuni.html;52;53;43;53;49;47;51;54;58;51;50;47;48;62;43;52;51;48;51;51
шампунь для глубокой очистки волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для кудрявых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для окрашенных волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для роста волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для светлых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для смешанного типа волос купить;https://da-vita.ru/catalog/shampuni.html;84;85;86;97;88;80;89;81;82;74;78;76;80;81;84;85;85;84;86;86
шампунь для укрепления волос купить;https://da-vita.ru/catalog/shampuni-dlya-ukrepleniya-volos.html;2;1;1;2;5;1;2;2;2;1;3;1;1;1;1;2;3;3;2;2
шампунь на основе соли мертвого моря;https://da-vita.ru/catalog/dlya_volos_man/mineralnii-shampun.html;46;55;47;50;52;50;51;53;52;45;46;53;46;50;44;41;85;49;45;84
шампунь на основе соли мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь нормальных волос купить;https://da-vita.ru/catalog/dlya-normalnih-volos.html;91;91;12;13;97;101;101;86;21;18;18;18;18;17;19;18;20;18;20;27
шампунь от выпадения волос цена;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos.html;24;23;30;25;23;23;37;35;28;25;49;35;77;77;30;98;99;79;85;97
шампунь от желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;34;34;50;58;34;36;36;40;44;37;39;36;36;36;37;37;38;54;35;52
шампунь от перхоти health beauty;https://da-vita.ru/catalog/ochishchenie-problemnoi-koji-golovi/shampun-ot-perhoti-s-mikroshelkom.html;91;93;93;91;87;88;88;69;66;67;69;87;88;91;93;93;94;94;91;100
шампунь против выпадения волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против выпадения волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;31;33;31;37;40;37;42;57;40;40;39;35;36;35;38;39;40;41;37;47
шампунь с кератином для волос купить;https://da-vita.ru/catalog/shampuni-s-keratinom.html;29;38;30;32;31;35;43;59;36;30;33;32;30;30;42;32;30;37;32;30
шампунь с кератином для волос цена;https://da-vita.ru/catalog/shampuni-s-keratinom.html;38;101;34;83;93;93;93;97;98;98;98;91;90;90;93;101;96;96;33;43
шампунь с солью мертвого моря;https://da-vita.ru/beauty-blog/sol-mertvogo-morya---sekreti-primeneniya.html;79;74;75;33;74;77;79;74;76;76;76;73;73;71;80;80;86;86;78;78
экспресс кондиционер для волос купить;https://da-vita.ru/catalog/ekspress-kondicioneri-dlya-volos.html;11;5;5;5;14;5;7;6;10;5;7;4;4;4;4;4;4;7;4;8
элитная косметика для лица;https://da-vita.ru/catalog/mujchinam.html;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;91
элитная косметика для мужчин;https://da-vita.ru/catalog/mujchinam.html;7;5;7;8;6;9;9;8;10;7;6;10;11;11;10;12;8;11;11;10
элитная мужская косметика;https://da-vita.ru/catalog/mujchinam.html;7;8;10;8;7;9;9;8;7;6;7;9;7;8;7;7;7;6;5;6
эффективный крем от грибка ногтей на ногах;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
